framenr,kanji,keyword,public,last_edited,story
2158,麗,"lovely",0,2014-04-29 05:48:52,"Lovely bambi.... 
pictographe : just take a look at those innocent open eyes  (part 1 it's not more far fetched than seeing mediocre in it) with thin eyebrows   what a lovely deer ...(part 2)"
2159,熊,"bear",0,2014-04-29 05:50:13,"Bears have the #ability# to smell food cooking on a camp#fire# from over 30ks away (true)."
2160,能,"ability",0,2014-04-29 05:50:52,"The amputee has no hands but only stumps of *flesh* beneath his *elbows*.  To give him the ability to eat he has *two spoons* implanted in his arm stumps, one in each side."
2161,態,"attitude",0,2014-04-29 05:51:39,"Having a good #attitude# means believing in your *heart* that you have the *ability* to do anything - like memorizing more than 2000 kanji, for example."
2162,寅,"sign of the tiger",0,2014-04-30 03:57:44,"If you draw the sign of the tiger on the ceiling of your house, you will sprout tiger's legs (animal legs) and be able to run and pounce like the big cats yourself."
2163,演,"performance",0,2014-04-30 03:58:36,"That was some great #performance#!   He caused the *water* to shoot up into the air and form the *sign of the tiger* in airborne droplets.  You sure missed a great  #performance#!"
2164,辰,"sign of the dragon",0,2014-04-30 03:59:17,"#Bruce Lee# is such a badass he climbed a sheer vertical *cliff* using only *2 hairpins*."
2165,辱,"embarrass",0,2014-04-30 04:00:46,"The *sign of the dragon* falls off the cliff, to our great #embarassment# (see {2008}) We should have *glued* it there!"
2166,震,"quake",0,2014-04-30 04:02:09,"It is said that earthquakes are caused when Bruce Lee gets rained on, he just hates it and punishes mother earth, punching the ground. The popularity of the legend lead to the kanji meaning anything that quakes."
2167,振,"shake",0,2014-04-30 14:45:47,"*Bruce Lee* shakes the confidence of his opponents by simply waving his *fingers* in front of them, they know that each of them is a deadly weapon in their own right. Hwwaaaa..."
2168,娠,"with child",0,2014-04-30 14:46:23,"A *woman* who is with child can't be sacrificed to the *dragon*; virgins only need apply."
2169,唇,"lips",0,2014-04-30 14:53:48,"I love *Bruce Lee* dubbing. His #lips# move, but sometimes words don't come out of his *mouth*."
2170,農,"agriculture",0,2014-04-30 14:57:39,"The most unlikely persons in the world to take up agriculture must be Bender and Bruce Lee. An awkwared moment as they stare on the various farming utensils, hoe, plow. Both with straw hats on and blue overalls, and drawn in Groenigs irrevent style."
2171,濃,"concentrated",0,2014-04-30 14:59:14,"History has shown that agriculture usually is concentrated around bodies of water."
2172,送,"send off",0,2015-12-16 14:11:42,"The primitives we really have here are ""animal horns (first 3 strokes)"" and ""big/dog (last 3 strokes)."" What are the BIGGEST ANIMAL HORNS that you can think of? For me its a MASTODON. STORY: In caveman times, you SENT OFF packages with the MASTODON express.
Primitive: Animal horns + big = Wooly Mammoth. Story:There was a big send off for Wooly mammoth and all his friends waved goodbye as he left down the road."
2173,関,"connection",0,2014-04-30 15:09:53,"see my story for 2016. The CONNECTION between the GATES OF HELL and MASTODONS is that the GATES were made out of MASTODON horns (b/c they so big and old)"
2174,咲,"blossom",0,2017-12-11 17:19:25,"Evil blossoms from the *mouths* of those who worship the *golden calf*. (Playing it safe and avoiding the image of a flower completely)"
2175,鬼,"ghost",0,2014-05-01 15:02:55,"Ghosts aren't very intelligent - they have but a *drop* of *brains* - so can't tell the difference between an *elbow* and a pair of *human legs*."
2176,醜,"ugly",0,2014-05-01 15:03:16,"The ugly *oni* can't get a date so he drinks *sake* by himself at the bar."
2177,魂,"soul",0,2014-05-01 15:04:28,"When you die, your SOUL either goes to the RISING CLOUDS (heaven) or to the ONI (hell, the devil)"
2178,魔,"witch",0,2014-05-01 15:16:07,"This is a WITCH which is making a MAgic potion (this character is read ま and is heavily related to magic). The ingredients? Some #hemp# and an #ogre's# corpse. (yuck!)"
2179,魅,"fascination",0,2014-05-01 15:17:19,"*Ghosts* have *not yet* left the world, they must still have a deep fascination with their past life on Earth."
2180,塊,"clod",0,2014-05-01 15:19:58,"塊＝かたまり, from Katamari Damacy (塊魂).  Imagine playing Katamari Damacy; on this level you start with a clod of *dirt*, and roll up *demons* into it."
2181,襲,"attack",0,2014-05-01 15:21:22,"Fuaburisu's story is incredibly good, but I made it a bit simpler: The *imperial dragon* is a rare ""*three-headed slingshot-snake*"", kept in a *vase* and fed with *meat*. It's very aggressive, so at feeding time you need to wear the special *garment* or it will attack you."
2182,嚇,"upbraid",0,2014-05-02 11:06:41,"To upbraid someone, you criticize them in a menacing way.  In other words, you jaw at them with your MOUTH until both sides of their face turn RED (hence the double-red)."
2183,朕,"majestic plural",0,2014-05-02 11:08:01,"(see 2016) In caveman times, the most grand MEAT a king caveman could eat was MASTODON MEAT. The royalty could not get enough, ""WE want more MASTO-MEAT!!!"""
2184,雰,"atmosphere",0,2014-05-02 11:09:32,"The part of the sky that is responsible for weather and rain is known as the atmosphere. It only occupies part of the sky though."
2185,箇,"item",0,2014-05-02 11:10:07,"You've entered in a chinese shop where apparently the only item in sale is old, dusty, *hardened bamboo* (for construction for example). It looks like these items have been there forever. Asking the clerk if anything else is available, he doesn't understand and instead asks - ""Two items? Three items?"" (the kanji is a counter for items) - thinking you want to buy something."
2186,錬,"tempering",0,2014-05-02 11:11:44,"The tempering of *metal* was mastered in the *East* for the making of swords"
2187,遵,"abide by",0,2014-05-02 11:12:53,"You must abide by the revered rules of the road! No devil's brew and stay glued to your lane in the road!"
2188,罷,"quit",0,2014-05-02 11:13:50,"I won't QUIT studying until my *EYES* have the *ABILITY* to read kanji!"
2189,屯,"barracks",0,2014-05-02 13:59:16,"The game characters from *Worms* sleep in their #barracks# at night."
2190,且,"moreover",0,2014-05-02 13:30:31,"*Shelves* are useful for storing things, and moreover they are responsible for splattering the brains of monarchs on tatami mats."
2191,藻,"seaweed",0,2014-05-02 13:37:25,"Let *wood*en *goods* = *furniture*. Then: Walking along the sea shore you see some washed-up *furniture* with *water* (waves) splashing against it. From a distance it looks like *flowers* are growing out the top, but as you get closer you see it is in fact seaweed."
2192,隷,"slave",0,2014-05-02 13:38:16,"The samurai from {1097} maintains his good mood on his wedding day. He tells his #slave# that he can keep all *rice* (used for confetti) that he *rakes* up after the ceremony. Generous Man!!"
2193,癒,"healing",0,2014-05-02 13:40:19,"At the *butcher's meeting*, all the butcher's who have a *heart disease* attend the faith healing workshop."
2194,璽,"imperial seal",0,2016-01-02 13:17:46,"if you find a *jewel* with the imperial seal on it, just *let it be*. You wouldn't want to be accused of stealing the royal family *jewels*."
2195,潟,"lagoon",0,2014-05-02 13:45:48,"Right part: *mortar* *bound up* over *oven fire*, comprising *boiling cauldron*. #Lagoon# is a shallow pond, thus easily warmed by sun, large-scale equivalent of a *boiling cauldron*."
2196,丹,"cinnabar",0,2014-05-02 13:44:17,"#Rusty# old *boat* with the bottom and top missing."
2197,丑,"sign of the cow",0,2014-05-02 14:01:22,"Pictograph of a stanchion, which includes two vertical posts to restrain cows so they can be milked, with a horizontal stroke showing the number of cows per stanchion: one. A stanchion is a great symbol for the SIGN OF THE COW, since modern, domesticated cows are often stanchioned in barns."
2198,羞,"humiliate",0,2014-07-25 03:57:12,"The *sheep* is #ashamed# of it's sheepish nature, and *dons* the *sign of the cow* as a disguise."
2199,卯,"sign of the hare",0,2014-05-02 14:02:05,"Identical to *egg*, without the ""yolks.""  

Both hares and eggs are used for Spring celebrations because they are symbols of fertility."
2200,巳,"sign of the snake",0,2014-05-02 14:03:00,"The 巳nd!!! =D"
2201,此,"this here",0,2016-01-02 14:16:07,"I'm not going to use 'this here' as a primitive because it's too vague. But 'stop and sit down', usually tied to a tour guide explaining scenery works for me.//*Stop* and *sit down* to have a look at this here."
2202,柴,"brushwood",0,2016-01-02 14:17:20,"(From mantixen's) I'll *stop* and *sit down* on *this here tree*, which happens to be brushwood. Now I have to *brush wood* off my butt."
2203,些,"whit",0,2016-01-02 14:23:57,"Those two tourists from my tour group don't have a whit of common sense. They never *stop and sit down* when the tour guide tells them to!"
2204,砦,"fort",0,2016-01-02 13:20:36,"*Stop and sit down* to listen to the tour guide's story. ""These *stones* down there used to be a fort, but the enemy came and tore the place down. It has never been rebuild""."
2205,髭,"beard",0,2016-01-02 14:25:03,"""Please *stop and sit down* to look to the painting up there"", the tour guide says. ""We don't know exactly who is on the painting, but from the *shape* of the *hair* and the distinctive *beard*, we think they meant to depict President Lincoln."""
2206,禽,"fowl",0,2016-01-02 14:27:31,"The villain from {離} and {璃}. Now, hidden under an *umbrella* (don't want to be recognised), he is after any fowl for dinner. (fowl = birds such as chicken, duck and turkey)"
2207,檎,"apple",0,2016-01-02 14:28:32,"A flying *fowl* smashes into a *tree* and all the apples drop off. ""Eureka!"" shouts Newton, who happens to be watching."
2208,憐,"sympathize with",0,2016-01-02 14:29:42,"Have you ever seen the really poor looking children on the corner block with a *shoe shine* stand? I can't help but to sympathize with them and give them some extra money. It eases my *state of mind*"
2209,燐,"phosphorus",0,2016-01-02 14:30:16,"The *shoeshiner* always starts by cleaning the shoes first with phosphorus. This is a bit risky, though, and he sets himself on *fire* (picture him running around in flames)."
2210,麟,"camelopard",0,2016-01-02 14:32:40,"You saw a #camelopard#!? Bullshit! Next your going to tell me that you saw a *deer* getting a *shoeshine*. (Actually I saw a #camelopard# getting a *shoeshine*, but now that you mention it, his body did look like a *deer*...)"
2211,鱗,"scaled",0,2016-01-02 14:33:36,"A #scaled# *fish* goes to a *shoeshine* place to get his scales shined up to impress the lady fish. (Shoeshines will shine up any type of scaled creature, including but not limited to fish and dragons)."
2212,奄,"encompassing",0,2016-01-02 14:34:27,"Can't work with the Heisig primitive of Dachshund, as the all encompassing *big eel* is obviously the mythical Norse Midgard Snake."
2213,庵,"hermitage",0,2016-01-02 14:35:51,"At the famous Hermitage museum in St. Petersburg, they have a *cave* below the museum with a big sculpture of the *Midgard Snake*."
2214,掩,"shrouded",0,2017-01-30 06:12:31,"When your fingers completely cover something, it is shrouded from view."
2215,悛,"make amends",0,2016-01-02 14:40:07,"In my sorry *state of mind*, I wanted to make amends for cheating on my wife with a *legal prostitute*."
2216,駿,"steed",0,2016-01-02 14:40:45,"This should be obvious, owners of prize race horse (STEEDS) are paid to have their STEED mate with another (hopefully to produce a prize winning foal). Yep, the STEEDS are glorified HORSE HOOKERS."
2217,峻,"steep",0,2016-01-02 14:41:58,"There are *legal prostitutes* waiting on top of a steep *mountain*. Not only is the *mountain* steep, but so are the cost of the *legal prostitutes*."
2218,竣,"complete a job",0,2016-01-02 14:43:08,"The *legal prostitute stands up* and leaves when she's #completed her job#."
2219,犀,"rhinoceros",0,2016-01-02 14:48:24,"Mr. #Rhinoceros# doesn't see well, so to prevent an unwanted attack, I don't surprise him.  I always approach waving a *flag* attached to my *walking stick*.  I've drawn a picture of the *I-ching* and an attractive *cow* on the *flag*, so Mr. #Rhinoceros# will stay calm when he sees it."
